과정ID,회차,기관ID,과정명,훈련시작일,훈련종료일,모집정원,수강신청인원,실제수강인원,수료인원,총훈련비,취업률_3개월,취업인원_3개월,취업률_6개월,취업인원_6개월,미가입_취업률_6개월,미가입_취업인원_6개월,연도,만족도,주소,NCS여부,총훈련일수,총훈련시간,수료율,수강신청률,일 평균 훈련시간,취업당 훈련비,수도권여부,취업률
AIG20200000286600,4,2003007438A00,[멀티잇]데이터 분석 서비스 개발자 취업캠프(융합PJT),2022-01-03,2022-06-14,26,23,22.0,15,15245120.0,18.2,2.0,45.5,5.0,0.0,0,2022,849,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,110,880,68.18,88.46,8.0,3049024.0,1,33.33
AIG20200000286598,4,2003007438A00,[멀티잇]AI 서비스 개발자 취업캠프(융합PJT),2022-01-03,2022-06-14,26,28,22.0,15,15089360.0,35.7,5.0,64.3,9.0,0.0,0,2022,898,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,110,880,68.18,107.69,8.0,1676595.56,1,60.0
AIG20200000286597,3,2003007438A00,[멀티잇]IoT 서비스 개발자 취업캠프(융합PJT),2022-01-03,2022-06-14,26,26,23.0,15,14830640.0,53.8,7.0,69.2,9.0,7.7,1,2022,927,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,110,880,65.22,100.0,8.0,1483064.0,1,66.67
AIG20200000286603,4,2003007438A00,[멀티잇]클라우드(MSA) 서비스 개발자 취업캠프(융합PJT),2022-01-17,2022-06-28,26,33,23.0,13,14989920.0,54.5,6.0,54.5,6.0,0.0,0,2022,895,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,110,880,56.52,126.92,8.0,2498320.0,1,46.15
AIG20200000286600,6,2003007438A00,[멀티잇]데이터 분석 서비스 개발자 취업캠프(융합PJT),2022-01-17,2022-06-28,26,31,24.0,15,15245120.0,66.7,10.0,73.3,11.0,0.0,0,2022,849,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,110,880,62.5,119.23,8.0,1385920.0,1,73.33
AIG20200000286598,5,2003007438A00,[멀티잇]AI 서비스 개발자 취업캠프(융합PJT),2022-01-17,2022-06-28,26,31,26.0,22,15089360.0,26.3,5.0,42.1,8.0,0.0,0,2022,898,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,110,880,84.62,119.23,8.0,1886170.0,1,36.36
AIG20210000329033,19,202001423,[삼성] 청년 SW 아카데미,2022-01-18,2022-12-15,26,26,26.0,23,29040000.0,13.0,3.0,39.1,9.0,4.3,1,2022,970,서울특별시 중구 세종대로 39,0,221,1600,88.46,100.0,7.24,2904000.0,1,43.48
AIG20210000329033,18,202001423,[삼성] 청년 SW 아카데미,2022-01-18,2022-12-15,26,26,26.0,16,29040000.0,40.0,6.0,66.7,10.0,0.0,0,2022,970,서울특별시 중구 세종대로 39,0,221,1600,61.54,100.0,7.24,2904000.0,1,62.5
AIG20200000286598,6,2003007438A00,[멀티잇]AI 서비스 개발자 취업캠프(융합PJT),2022-01-24,2022-06-28,26,36,25.0,18,15089360.0,44.4,8.0,61.1,11.0,0.0,0,2022,898,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,110,880,72.0,138.46,8.0,1371760.0,1,61.11
AIG20200000286597,4,2003007438A00,[멀티잇]IoT 서비스 개발자 취업캠프(융합PJT),2022-01-24,2022-06-28,26,31,25.0,17,14830640.0,18.8,3.0,37.5,6.0,6.3,1,2022,927,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,110,880,68.0,119.23,8.0,2118662.86,1,41.18
AIG20220000366873,1,1998013241100,카카오(Kakao) 클라우드 개발자 양성과정,2022-06-13,2022-12-13,26,73,26.0,21,18150000.0,25.0,5.0,55.0,11.0,15.0,3,2022,816,서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회),0,125,1000,80.77,280.77,8.0,1296428.57,1,66.67
AIG20220000366732,1,1998013241100,카카오(Kakao) 클라우드 엔지니어 양성과정,2022-06-13,2022-12-13,26,48,26.0,23,18150000.0,35.0,7.0,60.0,12.0,0.0,0,2022,893,서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회),0,125,1000,88.46,184.62,8.0,1512500.0,1,52.17
AIG20220000366871,1,202000622,AI를 활용한 지능형 영상처리 프로그램 개발 과정,2022-06-20,2022-12-09,26,27,25.0,24,8221440.0,87.0,20.0,91.3,21.0,0.0,0,2022,921,충청남도 천안시 동남구 대흥동 대흥로 255(화일빌딩),0,120,960,96.0,103.85,8.0,391497.14,0,87.5
AIG20220000366925,2,202001423,[SK텔레콤] FLY AI,2022-06-27,2022-09-02,26,27,26.0,25,7260000.0,24.0,6.0,40.0,10.0,0.0,0,2022,882,서울특별시 중구 세종대로 39,0,50,400,96.15,103.85,8.0,726000.0,1,40.0
AIG20220000366925,1,202001423,[SK텔레콤] FLY AI,2022-06-27,2022-09-02,26,28,25.0,22,7260000.0,19.0,4.0,33.3,7.0,0.0,0,2022,882,서울특별시 중구 세종대로 39,0,50,400,88.0,107.69,8.0,1037142.86,1,31.82
AIG20220000366893,2,1995012357200,웹개발자 입문 과정,2022-08-01,2022-10-31,26,34,25.0,24,6534000.0,28.6,6.0,57.1,12.0,0.0,0,2022,806,경상북도 포항시 남구 지곡로 120,0,61,360,96.0,130.77,5.9,544500.0,0,50.0
AIG20220000366893,4,1995012357200,웹개발자 입문 과정,2022-10-15,2022-12-30,26,16,10.0,9,6534000.0,66.7,2.0,66.7,2.0,0.0,0,2022,806,경상북도 포항시 남구 지곡로 120,0,77,360,90.0,61.54,4.68,3267000.0,0,22.22
AIG20220000366925,4,202001423,[SK텔레콤] FLY AI,2022-12-19,2023-02-28,26,27,26.0,26,7260000.0,7.7,2.0,23.1,6.0,3.8,1,2022,882,서울특별시 중구 세종대로 39,0,50,400,100.0,103.85,8.0,1037142.86,1,26.92
AIG20220000366925,3,202001423,[SK텔레콤] FLY AI,2022-12-19,2023-02-28,26,26,26.0,25,7260000.0,12.0,3.0,40.0,10.0,0.0,0,2022,882,서울특별시 중구 세종대로 39,0,50,400,96.15,100.0,8.0,726000.0,1,40.0
AIG20220000366871,2,202000622,AI를 활용한 지능형 영상처리 프로그램 개발 과정,2022-12-30,2023-06-22,26,18,18.0,18,8221440.0,100.0,18.0,100.0,18.0,0.0,0,2022,921,충청남도 천안시 동남구 대흥동 대흥로 255(화일빌딩),0,120,960,100.0,69.23,8.0,456746.67,0,100.0
AIG20210000314413,5,1998470867400,클라우드컴퓨팅과 보안솔루션을 활용한 DC 엔지니어 양성,2022-03-14,2022-08-29,27,28,24.0,23,7795970.0,76.2,16.0,85.7,18.0,0.0,0,2022,891,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),0,114,910,95.83,103.7,7.98,433109.44,1,78.26
AIG20210000328922,2,202001106,AI·빅데이터 전문가 양성 과정,2022-06-23,2022-12-14,27,28,26.0,24,9140160.0,62.5,15.0,70.8,17.0,0.0,0,2022,857,대구광역시 북구 대학로 80,0,121,960,92.31,103.7,7.93,537656.47,0,70.83
AIG20220000409421,2,1198620319000,자바 파이썬 활용 빅데이터 서비스 개발자 과정,2022-10-26,2023-04-17,27,29,27.0,27,9140160.0,76.2,16.0,85.7,18.0,0.0,0,2022,746,서울특별시 금천구 가산디지털2로 101,0,120,960,100.0,107.41,8.0,507786.67,1,66.67
AIG20210000328922,3,202001106,AI·빅데이터 전문가 양성 과정,2022-12-26,2023-06-16,27,27,25.0,24,9140160.0,62.5,15.0,79.2,19.0,0.0,0,2022,857,대구광역시 북구 대학로 80,0,120,960,96.0,100.0,8.0,481061.05,0,79.17
AIG20200000313547,15,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-04-04,2022-08-19,28,32,22.0,21,13794000.0,33.3,7.0,66.7,14.0,0.0,0,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,95.45,114.29,8.0,985285.71,1,66.67
AIG20200000313547,14,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-04-04,2022-08-19,28,33,28.0,25,13794000.0,16.7,4.0,37.5,9.0,4.2,1,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,89.29,117.86,8.0,1379400.0,1,40.0
AIG20200000313547,16,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-04-04,2022-08-19,28,33,25.0,17,13794000.0,41.2,7.0,64.7,11.0,0.0,0,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,68.0,117.86,8.0,1254000.0,1,64.71
AIG20210000328538,2,1299227135000,[K-디지털]스마트팩토리-빅데이터 플랫폼 구축 및 개발자 양성과정,2022-04-06,2022-09-21,28,33,22.0,17,7707600.0,66.7,10.0,66.7,10.0,6.7,1,2022,757,경기도 성남시 중원구 광명로 4,0,113,900,77.27,117.86,7.96,700690.91,1,64.71
AIG20200000313547,17,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-05-09,2022-09-23,28,32,24.0,15,13794000.0,21.4,3.0,35.7,5.0,7.1,1,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,62.5,114.29,8.0,2299000.0,1,40.0
AIG20200000313547,18,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-05-09,2022-09-23,28,32,24.0,17,13794000.0,31.3,5.0,62.5,10.0,6.3,1,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,70.83,114.29,8.0,1254000.0,1,64.71
AIG20200000313547,19,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-05-30,2022-10-18,28,33,25.0,15,13794000.0,26.7,4.0,40.0,6.0,0.0,0,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,60.0,117.86,8.0,2299000.0,1,40.0
AIG20200000313547,20,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-06-20,2022-11-04,28,28,24.0,16,13794000.0,43.8,7.0,62.5,10.0,0.0,0,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,66.67,100.0,8.0,1379400.0,1,62.5
AIG20220000366785,1,1198683838000,클라우드 활용 자바개발자 양성과정,2022-07-04,2022-12-22,28,30,28.0,27,8101540.0,25.9,7.0,74.1,20.0,0.0,0,2022,885,"서울특별시 금천구 가산디지털2로 95(가산동, KM TOWER)",0,119,946,96.43,107.14,7.95,405077.0,1,74.07
AIG20220000366726,1,201902224,"실무 프로젝트_빅데이터 머신러닝 개발자 과정 (자바, 파이썬)",2022-07-20,2023-01-10,28,26,23.0,18,8101540.0,61.1,11.0,72.2,13.0,0.0,0,2022,868,대전광역시 서구 계룡로491번길 86,0,119,946,78.26,92.86,7.95,623195.38,0,72.22
AIG20200000313547,21,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-08-01,2022-12-16,28,29,27.0,21,13794000.0,30.0,6.0,45.0,9.0,0.0,0,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,77.78,103.57,8.0,1532666.67,1,42.86
AIG20220000366785,2,1198683838000,클라우드 활용 자바개발자 양성과정,2022-08-08,2023-01-30,28,29,26.0,23,8101540.0,42.9,9.0,57.1,12.0,0.0,0,2022,885,"서울특별시 금천구 가산디지털2로 95(가산동, KM TOWER)",0,119,946,88.46,103.57,7.95,675128.33,1,52.17
AIG20220000366893,3,1995012357200,웹개발자 입문 과정,2022-09-19,2022-12-15,28,32,27.0,23,6534000.0,15.8,3.0,57.9,11.0,0.0,0,2022,806,경상북도 포항시 남구 지곡로 120,0,62,360,85.19,114.29,5.81,594000.0,0,47.83
AIG20200000313547,22,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-09-19,2023-02-02,28,26,24.0,22,13794000.0,15.8,3.0,36.8,7.0,0.0,0,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,91.67,92.86,8.0,1970571.43,1,31.82
AIG20220000366708,1,201902224,"실무 프로젝트_AI(인공지능) SW 풀스택 개발자 과정(자바, 파이썬)",2022-10-07,2023-04-05,28,27,23.0,21,8358460.0,77.8,14.0,88.9,16.0,0.0,0,2022,877,대전광역시 서구 계룡로491번길 86,0,122,976,91.3,96.43,8.0,522403.75,0,76.19
AIG20200000313547,23,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-10-24,2023-03-08,28,25,16.0,11,13794000.0,0.0,0.0,11.1,1.0,0.0,0,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,68.75,89.29,8.0,13794000.0,1,9.09
AIG20220000366873,2,1998013241100,카카오(Kakao) 클라우드 개발자 양성과정,2022-11-01,2023-05-03,28,33,28.0,24,18150000.0,14.3,3.0,57.1,12.0,0.0,0,2022,816,서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회),0,125,1000,85.71,117.86,8.0,1512500.0,1,50.0
AIG20220000366732,2,1998013241100,카카오(Kakao) 클라우드 엔지니어 양성과정,2022-11-01,2023-05-03,28,30,27.0,19,18150000.0,13.3,2.0,53.3,8.0,0.0,0,2022,893,서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회),0,125,1000,70.37,107.14,8.0,2268750.0,1,42.11
AIG20210000314468,13,2003007438A00,[멀티잇]데이터 분석&웹 개발자 취업캠프(Python),2022-11-14,2023-03-31,28,27,21.0,19,14520000.0,29.4,5.0,47.1,8.0,5.9,1,2022,854,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,106,844,90.48,96.43,7.96,1613333.33,1,47.37
AIG20200000313547,24,2003007438A00,[멀티잇]웹 서비스 개발자 취업캠프(Java),2022-11-28,2023-04-12,28,25,22.0,16,13794000.0,13.3,2.0,53.3,8.0,6.7,1,2022,863,서울특별시 강남구 테헤란로 212 (역삼동 멀티캠퍼스),0,95,760,72.73,89.29,8.0,1532666.67,1,56.25
AIG20220000366785,3,1198683838000,클라우드 활용 자바개발자 양성과정,2022-12-26,2023-06-22,28,24,24.0,24,8101540.0,33.3,7.0,66.7,14.0,4.8,1,2022,885,"서울특별시 금천구 가산디지털2로 95(가산동, KM TOWER)",0,119,946,100.0,85.71,7.95,540102.67,1,62.5
AIG20200000286531,4,1998059270701,빅데이터 기반 AI 응용 솔루션 개발자 전문과정,2022-02-22,2022-08-16,29,39,29.0,24,9140160.0,72.7,16.0,81.8,18.0,4.5,1,2022,851,서울특별시 마포구 신촌로 176 (대흥동),0,120,960,82.76,134.48,8.0,481061.05,1,79.17
AIG20200000286531,5,1998059270701,빅데이터 기반 AI 응용 솔루션 개발자 전문과정,2022-06-14,2022-12-06,29,27,26.0,21,9140160.0,11.1,2.0,38.9,7.0,5.6,1,2022,851,서울특별시 마포구 신촌로 176 (대흥동),0,120,960,80.77,93.1,8.0,1142520.0,1,38.1
AIG20210000314411,6,1998182129700,자율주행을 위한 IoT·Bigdata·AI 기술융합 개발자 양성 과정,2022-01-03,2022-07-15,30,37,29.0,25,8221440.0,26.1,6.0,60.9,14.0,0.0,0,2022,814,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),0,121,960,86.21,123.33,7.93,587245.71,1,56.0
AIG20210000328590,2,9911000019000,증강현실(AR) SW개발자(자바(GUI) & 코틀린) 앱 개발자 양성과정 ,2022-01-17,2022-08-18,30,30,27.0,24,8221440.0,40.0,8.0,65.0,13.0,15.0,3,2022,689,서울특별시 강남구 역삼동 테헤란로5길 24,0,142,960,88.89,100.0,6.76,513840.0,1,66.67
AIG20210000329033,12,202001423,[삼성] 청년 SW 아카데미,2022-01-18,2022-12-15,30,30,29.0,26,29040000.0,38.5,10.0,69.2,18.0,0.0,0,2022,970,서울특별시 중구 세종대로 39,0,221,1600,89.66,100.0,7.24,1613333.33,1,69.23
AIG20210000329033,13,202001423,[삼성] 청년 SW 아카데미,2022-01-18,2022-12-15,30,30,29.0,18,29040000.0,33.3,6.0,50.0,9.0,0.0,0,2022,970,서울특별시 중구 세종대로 39,0,221,1600,62.07,100.0,7.24,3226666.67,1,50.0
AIG20210000314412,3,1018650485000,Ansible 자동화로 구현한 클라우드 환경 DevOps,2022-01-18,2022-07-18,30,33,27.0,22,8224320.0,52.4,11.0,76.2,16.0,0.0,0,2022,883,서울특별시 종로구 종로12길 15 (관철동 종로코아),0,120,960,81.48,110.0,8.0,514020.0,1,72.73
AIG20200000286602,8,1309220578000,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,2022-01-24,2022-08-10,30,35,29.0,25,9302010.0,40.0,10.0,68.0,17.0,4.0,1,2022,852,서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩),0,123,977,86.21,116.67,7.94,516778.33,1,72.0
AIG20210000328801,1,2001711759700,빅데이터 인공지능 모델을 활용한 JAVA 웹서비스 개발자 양성과정,2022-01-25,2022-07-29,30,19,19.0,15,8632510.0,66.7,10.0,86.7,13.0,0.0,0,2022,840,"서울특별시 강남구 역삼로 120(역삼동, 성보역삼빌딩)",0,126,1008,78.95,63.33,8.0,664039.23,1,86.67
AIG20210000328731,3,1011046405000,자바(JAVA)기반 응용 SW개발자 취업과정,2022-01-25,2022-07-29,30,28,26.0,21,7862320.0,60.0,12.0,60.0,12.0,10.0,2,2022,865,서울특별시 마포구 양화로 122 (서교동 LAB7),0,115,920,80.77,93.33,8.0,561594.29,1,66.67
AIG20200000286545,3,1998182129700,언택트(Untact) 비즈니스를 위한 멀티 클라우드 아키텍트 양성 과정,2022-02-07,2022-08-10,30,32,26.0,21,11614080.0,42.9,9.0,57.1,12.0,0.0,0,2022,795,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),0,120,960,80.77,106.67,8.0,967840.0,1,57.14
AIG20200000286545,4,1998182129700,언택트(Untact) 비즈니스를 위한 멀티 클라우드 아키텍트 양성 과정,2022-02-07,2022-08-10,30,32,27.0,21,11614080.0,66.7,14.0,76.2,16.0,4.8,1,2022,795,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),0,120,960,77.78,106.67,8.0,683181.18,1,80.95
AIG20200000288890,3,201902529,프로그래머스 K-Digital Training 자율주행 데브코스,2022-02-14,2022-07-15,30,31,30.0,25,2922150.0,36.4,8.0,50.0,11.0,0.0,0,2022,922,서울특별시 서초구 서초동 반포대로 45(명정빌딩),0,101,560,83.33,103.33,5.54,265650.0,1,44.0
AIG20200000286602,9,1309220578000,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,2022-02-14,2022-08-11,30,32,26.0,25,9302010.0,56.5,13.0,91.3,21.0,0.0,0,2022,852,서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩),0,123,977,96.15,106.67,7.94,442952.86,1,84.0
AIG20200000286592,6,1018650485000,Ansible 자동화로 구현한 아마존 AWS 클라우드 환경 DevOps,2022-02-15,2022-08-08,30,28,23.0,17,8224320.0,60.0,9.0,80.0,12.0,6.7,1,2022,884,서울특별시 종로구 종로12길 15 (관철동 종로코아),0,120,960,73.91,93.33,8.0,632640.0,1,76.47
AIG20210000328593,3,1010935692000,웹 서비스 기반 빅데이터 분석 및 개발자 양성과정,2022-02-17,2022-08-17,30,27,23.0,20,9140160.0,61.1,11.0,66.7,12.0,5.6,1,2022,899,서울특별시 강남구 테헤란로 124 (역삼동 삼원타워),0,120,960,86.96,90.0,8.0,703089.23,1,65.0
AIG20210000328565,2,202002424,멋쟁이사자처럼 스타트업 스쿨,2022-02-21,2022-05-20,30,31,30.0,26,6987750.0,27.8,5.0,38.9,7.0,5.6,1,2022,852,서울특별시 종로구 종로3길 17 (청진동 D타워),0,60,420,86.67,103.33,7.0,873468.75,1,30.77
AIG20210000328565,3,202002424,멋쟁이사자처럼 스타트업 스쿨,2022-02-21,2022-05-20,30,32,28.0,24,6987750.0,12.5,2.0,31.3,5.0,0.0,0,2022,852,서울특별시 종로구 종로3길 17 (청진동 D타워),0,60,420,85.71,106.67,7.0,1397550.0,1,20.83
AIG20210000328549,2,2208865930000,[현업 전문가 멘토링]자바(JAVA)기반 백엔드 & AI 빅데이터 분석 양성과정,2022-02-21,2022-08-04,30,28,21.0,13,7536320.0,30.0,3.0,50.0,5.0,10.0,1,2022,822,서울특별시 강남구 테헤란로1길 10,0,110,880,61.9,93.33,8.0,1256053.33,1,46.15
AIG20210000328731,4,1011046405000,자바(JAVA)기반 응용 SW개발자 취업과정,2022-02-28,2022-08-29,30,21,21.0,18,7862320.0,33.3,5.0,46.7,7.0,0.0,0,2022,865,서울특별시 마포구 양화로 122 (서교동 LAB7),0,115,920,85.71,70.0,8.0,1123188.57,1,38.89
AIG20210000328686,2,1018650485000,자바 & 파이썬 활용 통계 기반 빅데이터 개발자 과정,2022-03-02,2022-08-23,30,32,22.0,19,9140160.0,36.8,7.0,63.2,12.0,0.0,0,2022,826,서울특별시 종로구 종로12길 15 (관철동 종로코아),0,120,960,86.36,106.67,8.0,761680.0,1,63.16
AIG20210000328592,2,201801204,"AI데이터플랫폼(with Python, JAVA, Spring)을 활용한 빅데이터 분석 전문가 과정",2022-03-10,2022-08-30,30,30,24.0,19,9102070.0,29.4,5.0,64.7,11.0,11.8,2,2022,772,서울특별시 영등포구 영등포동3가 영중로8길 6(성남빌딩),0,120,956,79.17,100.0,7.97,700159.23,1,68.42
AIG20210000314411,7,1998182129700,자율주행을 위한 IoT·Bigdata·AI 기술융합 개발자 양성 과정,2022-03-14,2022-09-16,30,33,30.0,22,8221440.0,45.5,10.0,59.1,13.0,0.0,0,2022,814,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),0,120,960,73.33,110.0,8.0,632418.46,1,59.09
AIG20210000328907,1,1998498932811,기업요구를 반영한 PHP 풀스택(프론트앤드+백앤드) 개발자 양성과정,2022-03-15,2022-08-26,30,35,28.0,25,7707600.0,78.3,18.0,87.0,20.0,0.0,0,2022,932,대구 중구 남일동,0,113,900,89.29,116.67,7.96,385380.0,0,80.0
AIG20210000328805,2,1998059270700,데이터융합 JAVA 응용 SW개발자 기업 채용연계 연수과정,2022-03-15,2022-09-02,30,36,30.0,28,8221440.0,43.5,10.0,69.6,16.0,4.3,1,2022,900,서울특별시 강남구 테헤란로7길 7,0,120,960,93.33,120.0,8.0,483614.12,1,60.71
AIG20210000314412,4,1018650485000,Ansible 자동화로 구현한 클라우드 환경 DevOps,2022-03-15,2022-09-02,30,27,24.0,21,8224320.0,55.0,11.0,65.0,13.0,5.0,1,2022,883,서울특별시 종로구 종로12길 15 (관철동 종로코아),0,120,960,87.5,90.0,8.0,587451.43,1,66.67
AIG20210000314480,4,201902529,프로그래머스 데브코스: 빅데이터 플랫폼 프론트엔드 엔지니어링,2022-03-18,2022-08-17,30,28,26.0,22,2413950.0,33.3,7.0,76.2,16.0,0.0,0,2022,946,서울특별시 서초구 서초동 반포대로 45(명정빌딩),0,107,530,84.62,93.33,4.95,150871.88,1,72.73
AIG20210000314480,3,201902529,프로그래머스 데브코스: 빅데이터 플랫폼 프론트엔드 엔지니어링,2022-03-18,2022-08-17,30,36,29.0,25,2413950.0,16.7,4.0,54.2,13.0,0.0,0,2022,946,서울특별시 서초구 서초동 반포대로 45(명정빌딩),0,107,530,86.21,120.0,4.95,185688.46,1,52.0
AIG20210000314479,4,201902529,프로그래머스 데브코스: 클라우드 기반 백엔드 엔지니어링,2022-03-18,2022-08-17,30,30,30.0,22,2413950.0,31.6,6.0,78.9,15.0,0.0,0,2022,961,서울특별시 서초구 서초동 반포대로 45(명정빌딩),0,98,530,73.33,100.0,5.41,160930.0,1,68.18
AIG20210000314479,3,201902529,프로그래머스 데브코스: 클라우드 기반 백엔드 엔지니어링,2022-03-18,2022-08-17,30,35,30.0,26,2413950.0,17.4,4.0,47.8,11.0,0.0,0,2022,961,서울특별시 서초구 서초동 반포대로 45(명정빌딩),0,98,530,86.67,116.67,5.41,219450.0,1,42.31
AIG20210000313622,2,1218624448000,빅데이터를 활용한 웹 시각화 양성과정,2022-03-25,2022-09-16,30,25,22.0,17,8221440.0,11.8,2.0,41.2,7.0,5.9,1,2022,872,인천광역시 미추홀구 학익동 매소홀로488번길 6-32,0,120,960,77.27,83.33,8.0,1027680.0,1,47.06
AIG20210000314411,8,1998182129700,자율주행을 위한 IoT·Bigdata·AI 기술융합 개발자 양성 과정,2022-03-28,2022-09-29,30,42,28.0,23,8221440.0,39.1,9.0,56.5,13.0,4.3,1,2022,814,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),0,120,960,82.14,140.0,8.0,587245.71,1,60.87
AIG20210000328593,4,1010935692000,웹 서비스 기반 빅데이터 분석 및 개발자 양성과정,2022-03-30,2022-09-23,30,30,25.0,21,9140160.0,33.3,7.0,61.9,13.0,4.8,1,2022,899,서울특별시 강남구 테헤란로 124 (역삼동 삼원타워),0,120,960,84.0,100.0,8.0,652868.57,1,66.67
AIG20220000366880,1,2000075411100,멀티 플랫폼 메타버스 게임 개발자 부트캠프,2022-04-04,2022-12-14,30,34,30.0,26,11715550.0,17.4,4.0,73.9,17.0,0.0,0,2022,914,서울특별시 강동구 천호동 올림픽로 651(예경빌딩),0,171,1368,86.67,113.33,8.0,689150.0,1,65.38
AIG20220000366682,1,2000075411100,멀티 플랫폼 메타버스 게임 기획자 부트캠프,2022-04-18,2022-12-27,30,39,29.0,28,10826350.0,18.2,4.0,54.5,12.0,4.5,1,2022,916,서울특별시 강동구 천호동 올림픽로 651(예경빌딩),0,171,1368,96.55,130.0,8.0,832796.15,1,46.43
AIG20210000328805,3,1998059270700,데이터융합 JAVA 응용 SW개발자 기업 채용연계 연수과정,2022-04-19,2022-10-14,30,32,25.0,23,8221440.0,52.6,10.0,78.9,15.0,0.0,0,2022,900,서울특별시 강남구 테헤란로7길 7,0,120,960,92.0,106.67,8.0,548096.0,1,65.22
AIG20200000286592,7,1018650485000,Ansible 자동화로 구현한 아마존 AWS 클라우드 환경 DevOps,2022-04-19,2022-11-18,30,27,23.0,16,8224320.0,14.3,2.0,50.0,7.0,7.1,1,2022,884,서울특별시 종로구 종로12길 15 (관철동 종로코아),0,142,960,69.57,90.0,6.76,1028040.0,1,50.0
AIG20210000328590,3,9911000019000,증강현실(AR) SW개발자(자바(GUI) & 코틀린) 앱 개발자 양성과정 ,2022-04-28,2022-10-31,30,29,25.0,15,8221440.0,60.0,6.0,70.0,7.0,10.0,1,2022,689,서울특별시 강남구 역삼동 테헤란로5길 24,0,120,960,60.0,96.67,8.0,1027680.0,1,53.33
AIG20210000313685,4,1298554560000,JAVA와 AI/RPA/빅데이터를 활용한 디지털트랜스포메이션시스템개발,2022-04-29,2022-10-25,30,21,14.0,8,8221440.0,57.1,4.0,71.4,5.0,0.0,0,2022,824,경기도 성남시 중원구 성남대로 1133 (성남동),0,120,960,57.14,70.0,8.0,1644288.0,1,62.5
AIG20220000366913,1,1309220578000,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,2022-05-02,2022-12-16,30,28,25.0,22,11615620.0,95.2,20.0,100.0,21.0,0.0,0,2022,847,서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩),0,153,1220,88.0,93.33,7.97,553124.76,1,95.45
AIG20210000328731,5,1011046405000,자바(JAVA)기반 응용 SW개발자 취업과정,2022-05-06,2022-10-26,30,32,30.0,27,7862320.0,33.3,9.0,55.6,15.0,0.0,0,2022,865,서울특별시 마포구 양화로 122 (서교동 LAB7),0,115,920,90.0,106.67,8.0,524154.67,1,55.56
