과정ID,회차,기관ID,과정명,훈련시작일,훈련종료일,모집정원,수강신청인원,실제수강인원,수료인원,총훈련비,취업률_3개월,취업인원_3개월,취업률_6개월,취업인원_6개월,미가입_취업률_6개월,미가입_취업인원_6개월,연도,만족도,주소,NCS여부,총훈련일수,총훈련시간,수료율,수강신청률,일 평균 훈련시간,취업당 훈련비,수도권여부,취업률
AIG20220000409299,5,2006063390100,클라우드 CI/CD활용 자바웹&앱(코틀린&도커) 개발자 양성,2023-04-12,2023-11-08,20,18,15.0,11,10235160.0,45.5,5.0,54.5,6.0,0.0,0,2023,840,서울특별시 마포구 신촌로 94 (노고산동 그랜드플라자),0,135,1080,73.33,90.0,8.0,1705860.0,1,54.55
AIG20220000409283,2,1998498932811,기업 요구를 반영한 프로젝트 중심 프론트엔드 React(리액트) 개발자 양성,2023-04-13,2023-09-27,20,20,19.0,16,8529300.0,13.3,2.0,33.3,5.0,6.7,1,2023,887,대구 중구 남일동,0,113,900,84.21,100.0,7.96,1421550.0,0,37.5
AIG20230000412800,1,1408179916000,가상현실 3D 실감콘텐츠 제작자 양성 과정,2023-04-21,2023-10-18,20,25,20.0,19,8794650.0,12.5,2.0,31.3,5.0,0.0,0,2023,913,서울특별시 금천구 가산디지털1로 168 (가산동 우림라이온스밸리),0,116,928,95.0,125.0,8.0,1758930.0,1,26.32
AIG20230000412832,1,202000792,에듀테크 상품서비스 PM(프로덕트매니저) 양성,2023-05-09,2023-11-06,20,11,10.0,10,17424000.0,100.0,10.0,100.0,10.0,0.0,0,2023,748,서울특별시 금천구 가산로9길 54,0,121,960,100.0,55.0,7.93,1742400.0,1,100.0
AIG20230000412795,1,202000792,에듀테크 풀스택 개발자 양성(Java),2023-05-09,2023-11-06,20,21,17.0,15,17424000.0,100.0,15.0,100.0,15.0,0.0,0,2023,777,서울특별시 금천구 가산로9길 54,0,121,960,88.24,105.0,7.93,1161600.0,1,100.0
AIG20220000409240,3,1998498932802,『기업연계 프로젝트형』 웹디자인(웹퍼블리셔)&프론트엔드 SW개발자 양성,2023-05-12,2023-10-31,20,27,19.0,16,9097920.0,60.0,9.0,86.7,13.0,0.0,0,2023,924,서울특별시 종로구 수표로 96 (관수동 국일관드림펠리스),0,120,960,84.21,135.0,8.0,699840.0,1,81.25
AIG20230000412579,1,1998470867400,자바 스프링 리액트로 완성하는 클라우드 활용 풀스택 개발 ,2023-05-15,2023-11-17,20,17,15.0,13,9477000.0,53.8,7.0,69.2,9.0,0.0,0,2023,920,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),0,125,1000,86.67,85.0,8.0,1053000.0,1,69.23
AIG20220000366757,1,1998512724700,기업맞춤형 프로젝트 기반 빅데이터분석 (with 파이썬) 웹프론트엔드 개발자 과정,2023-05-15,2023-10-25,20,7,7.0,7,8099650.0,0.0,0.0,16.7,1.0,0.0,0,2023,673,서울특별시 노원구 동일로 1351,0,109,850,100.0,35.0,7.8,8099650.0,1,14.29
AIG20220000366797,6,9911000019000,"프로젝트기반 자바(스프링,백엔드)&파이썬(OCR) 풀스택 웹 개발자 양성과정",2023-05-19,2023-12-01,20,27,13.0,10,9950850.0,40.0,4.0,70.0,7.0,0.0,0,2023,786,서울특별시 강남구 역삼동 테헤란로5길 24,0,132,1050,76.92,135.0,7.95,1421550.0,1,70.0
AIG20220000409341,1,9915000040500,클라우드 플랫폼 기반의 네트워크&보안 인프라 구축 전문가(정보보안),2023-05-22,2023-11-24,20,16,9.0,8,9571770.0,57.1,4.0,71.4,5.0,14.3,1,2023,524,서울특별시 마포구 노고산동 신촌로 128,0,127,1010,88.89,80.0,7.95,1595295.0,1,75.0
AIG20220000366725,4,1998498932812,"프로젝트기반 풀스택(프론트,백엔드) 개발자(자바,스프링,리액트) 양성",2023-05-23,2023-12-27,20,25,20.0,20,11002790.0,26.7,4.0,60.0,9.0,6.7,1,2023,872,경기도 성남시 분당구 구미동 돌마로 46,0,148,1161,100.0,125.0,7.84,1100279.0,1,50.0
AIG20220000409436,2,2007069619700,"클라우드기반 백엔드 풀스택 웹서비스 개발(AWS, 큐레이팅)",2023-05-24,2023-10-27,20,17,12.0,9,8150220.0,28.6,2.0,57.1,4.0,0.0,0,2023,788,서울특별시 서초구 서초동 서초대로77길 41(대동Ⅱ),0,108,860,75.0,85.0,7.96,2037555.0,1,44.44
AIG20210000314417,3,1998326771600,라이다 및 영상인식기반 모빌리티 자율주행 솔루션 실무과정,2023-05-25,2023-12-13,20,15,14.0,10,10045620.0,71.4,5.0,71.4,5.0,28.6,2,2023,915,인천광역시 서구 서곶로 284 (심곡동 새터빌딩),0,134,1060,71.43,75.0,7.91,1435088.57,1,70.0
AIG20230000412572,1,201902338,"AWS를 활용한 자바(JAVA),스프링(Spring)기반 풀스택 개발자 양성",2023-05-30,2023-11-28,20,18,15.0,8,8529300.0,16.7,1.0,33.3,2.0,33.3,2,2023,880,전라북도 전주시 덕진구 백제대로 572 (금암동),0,120,900,53.33,90.0,7.5,2132325.0,0,50.0
AIG20220000409295,2,2005069841900,"자바,파이썬&머신러닝 융합 인공지능 SW 개발(스마트 Machine)",2023-05-30,2023-11-23,20,16,13.0,10,9097920.0,62.5,5.0,87.5,7.0,0.0,0,2023,906,경기도 화성시 병점3로 12 (병점동),0,120,960,76.92,80.0,8.0,1299702.86,1,70.0
AIG20200000286602,15,1309220578000,빅데이터 플랫폼 구축(하둡)과 빅데이터분석(by Spark&Power Bi)&자바(JAVA)웹개발,2023-05-30,2023-12-04,20,16,12.0,12,9309830.0,16.7,2.0,50.0,6.0,16.7,2,2023,852,서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩),0,123,977,100.0,80.0,7.94,1163728.75,1,66.67
AIG20230000412587,1,1998498932825,WebGL(3D API)을 활용한 Motion UI 프론트엔드 웹앱개발자 양성과정,2023-05-31,2023-12-18,20,15,11.0,11,10310970.0,9.1,1.0,36.4,4.0,9.1,1,2023,924,서울특별시 노원구 상계로3길 21 (상계동 화일빌딩),0,136,1088,100.0,75.0,8.0,2062194.0,1,45.45
AIG20230000412645,1,2005053449300,AWS와 Docker & Kubernetes를 활용한 Java Full-Stack 개발자 양성과정,2023-06-07,2023-12-19,20,19,20.0,19,9856080.0,16.7,3.0,38.9,7.0,16.7,3,2023,941,서울특별시 강남구 테헤란로 132,0,130,1040,95.0,95.0,8.0,985608.0,1,52.63
AIG20230000412816,1,2006063390100,IT부트캠프 프로젝트 기반 AWS 자바(스프링부트&리액트) 풀스택 개발자 양성,2023-06-08,2023-12-14,20,19,13.0,10,9856080.0,30.0,3.0,80.0,8.0,10.0,1,2023,804,서울특별시 마포구 신촌로 94 (노고산동 그랜드플라자),0,130,1040,76.92,95.0,8.0,1095120.0,1,90.0
AIG20230000412578,1,2001003206000,"Public Cloud 활용 자바(JAVA) 웹 애플리케이션(Spring, Docker) 개발자 양성과정",2023-06-12,2023-12-27,20,9,8.0,6,10235160.0,0.0,0.0,16.7,1.0,33.3,2,2023,804,서울특별시 종로구 율곡로10길 105 (봉익동 디아망 쥬얼리),0,135,1080,75.0,45.0,8.0,3411720.0,1,50.0
AIG20230000412645,2,2005053449300,AWS와 Docker & Kubernetes를 활용한 Java Full-Stack 개발자 양성과정,2023-06-15,2023-12-21,20,20,18.0,17,9856080.0,37.5,6.0,68.8,11.0,0.0,0,2023,941,서울특별시 강남구 테헤란로 132,0,130,1040,94.44,100.0,8.0,896007.27,1,64.71
AIG20200000286642,4,1408179916000,프로젝트 기반 VR 콘텐츠 개발 과정_AR/디자인/어트랙션,2023-06-15,2023-11-10,20,21,19.0,11,13022850.0,0.0,0.0,22.2,2.0,0.0,0,2023,918,서울특별시 금천구 가산디지털1로 168 (가산동 우림라이온스밸리),0,96,756,57.89,105.0,7.88,6511425.0,1,18.18
AIG20220000366817,6,2005053449301,실무 프로젝트 기반 빅데이터 서비스 솔루션 개발자 양성과정,2023-06-20,2024-01-12,20,22,20.0,19,10614240.0,27.8,5.0,61.1,11.0,5.6,1,2023,989,서울특별시 마포구 월드컵북로 21 (서교동),0,140,1120,95.0,110.0,8.0,884520.0,1,63.16
AIG20230000412764,1,2007027885000,"빅데이터(파이썬) 분석 기반 AI(머신러닝, 딥러닝) & 추천 알고리즘 개발",2023-06-21,2024-01-09,20,11,10.0,7,9529000.0,14.3,1.0,57.1,4.0,14.3,1,2023,833,서울특별시 구로구 디지털로 306 (구로동 대륭포스트타워2차),0,125,1000,70.0,55.0,8.0,1905800.0,1,71.43
AIG20210000314413,8,1998470867400,클라우드컴퓨팅과 보안솔루션을 활용한 DC 엔지니어 양성,2023-06-26,2023-12-12,20,19,18.0,17,8624070.0,68.8,11.0,81.3,13.0,6.3,1,2023,891,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),0,114,910,94.44,95.0,7.98,616005.0,1,82.35
AIG20230000412571,1,2000024014000,가상화·자동화(DevOps)기반 정보보안 클라우드 인프라 전문가,2023-06-29,2023-11-16,20,14,12.0,12,6633900.0,81.8,9.0,90.9,10.0,0.0,0,2023,952,서울특별시 구로구 구로동 디지털로33길 12(우림이비지센터2차),0,88,700,100.0,70.0,7.95,663390.0,1,83.33
AIG20200000286683,5,1408179916000,빅데이터 비즈니스를 위한 데이터 애널리스트 양성과정,2023-06-29,2023-12-08,20,16,16.0,9,11765600.0,0.0,0.0,37.5,3.0,0.0,0,2023,865,서울특별시 금천구 가산디지털1로 168 (가산동 우림라이온스밸리),0,102,800,56.25,80.0,7.84,3921866.67,1,33.33
AIG20230000412832,2,202000792,에듀테크 상품서비스 PM(프로덕트매니저) 양성,2023-07-03,2023-12-28,20,20,16.0,14,17424000.0,92.9,13.0,92.9,13.0,0.0,0,2023,748,서울특별시 금천구 가산로9길 54,0,121,960,87.5,100.0,7.93,1340307.69,1,92.86
AIG20230000412795,2,202000792,에듀테크 풀스택 개발자 양성(Java),2023-07-03,2023-12-28,20,20,18.0,18,17424000.0,100.0,17.0,100.0,17.0,0.0,0,2023,777,서울특별시 금천구 가산로9길 54,0,121,960,100.0,100.0,7.93,1024941.18,1,94.44
AIG20230000412579,5,1998470867400,자바 스프링 리액트로 완성하는 클라우드 활용 풀스택 개발 ,2023-07-03,2024-01-04,20,19,17.0,17,9477000.0,35.3,6.0,58.8,10.0,0.0,0,2023,920,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),0,125,1000,100.0,95.0,8.0,947700.0,1,58.82
AIG20220000409445,4,202000792,프로젝트 기반 빅데이터 서비스 개발자 양성 과정,2023-07-03,2024-01-02,20,19,16.0,16,17714400.0,100.0,14.0,100.0,14.0,0.0,0,2023,812,서울특별시 금천구 가산로9길 54,0,123,976,100.0,95.0,7.93,1265314.29,1,87.5
AIG20230000412579,6,1998470867400,자바 스프링 리액트로 완성하는 클라우드 활용 풀스택 개발 ,2023-07-05,2024-02-22,20,16,16.0,16,9477000.0,50.0,6.0,83.3,10.0,8.3,1,2023,920,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),0,125,1000,100.0,80.0,8.0,861545.45,1,68.75
AIG20220000409382,2,2000157923000,메타버스 콘텐츠 제너럴리스트 양성 과정,2023-07-05,2024-01-10,20,15,12.0,11,9097920.0,10.0,1.0,30.0,3.0,30.0,3,2023,863,"서울특별시 영등포구 당산로49길 4(당산동6가, 태인빌딩)",0,125,960,91.67,75.0,7.68,1516320.0,1,54.55
AIG20230000412579,7,1998470867400,자바 스프링 리액트로 완성하는 클라우드 활용 풀스택 개발 ,2023-07-10,2024-01-12,20,18,13.0,11,9477000.0,27.3,3.0,45.5,5.0,18.2,2,2023,920,서울특별시 관악구 봉천로 227 (봉천동 보라매샤르망),0,125,1000,84.62,90.0,8.0,1353857.14,1,63.64
AIG20200000286681,4,1997007167000,빅데이터 플랫폼 기반 AI 융합 서비스 개발자 양성과정,2023-07-10,2023-12-29,20,24,20.0,14,15866880.0,14.3,2.0,35.7,5.0,0.0,0,2023,868,서울특별시 송파구 중대로 135,0,120,960,70.0,120.0,8.0,3173376.0,1,35.71
AIG20210000314421,6,4088524106000,"VR,AR 게임개발 및 에셋디자이너 양성과정",2023-07-17,2024-01-26,20,13,9.0,8,8339760.0,42.9,3.0,42.9,3.0,0.0,0,2023,886,광주광역시 광산구 첨단중앙로 96,0,126,880,88.89,65.0,6.98,2779920.0,0,37.5
AIG20220000409295,3,2005069841900,"자바,파이썬&머신러닝 융합 인공지능 SW 개발(스마트 Machine)",2023-07-19,2024-01-15,20,15,11.0,8,9097920.0,83.3,5.0,100.0,6.0,0.0,0,2023,906,경기도 화성시 병점3로 12 (병점동),0,120,960,72.73,75.0,8.0,1516320.0,1,75.0
AIG20220000366913,6,1309220578000,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,2023-07-24,2024-03-07,20,21,18.0,16,11625380.0,25.0,3.0,41.7,5.0,0.0,0,2023,847,서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩),0,153,1220,88.89,105.0,7.97,2325076.0,1,31.25
AIG20220000409368,1,1998498932830,"[기업프로젝트] 프론트엔드(React, PHP), 플러터(Flutter)활용 웹&앱개발 양성과정",2023-07-27,2024-01-19,20,28,20.0,19,9003150.0,13.3,2.0,20.0,3.0,20.0,3,2023,908,서울특별시 강남구 강남대로 428 (역삼동 만이빌딩),0,119,950,95.0,140.0,7.98,1500525.0,1,31.58
AIG20210000328968,5,2007001844200,유니티(Unity)기반 실감형콘텐츠(메타버스/VR/AR) 개발자 취업캠프,2023-07-28,2024-02-02,20,16,10.0,8,9287460.0,0.0,0.0,50.0,4.0,0.0,0,2023,594,부산광역시 부산진구 신천대로50번길 79 (부전동),0,129,980,80.0,80.0,7.6,2321865.0,0,50.0
AIG20230000412572,2,201902338,"AWS를 활용한 자바(JAVA),스프링(Spring)기반 풀스택 개발자 양성",2023-08-03,2024-01-19,20,21,18.0,16,8529300.0,26.7,4.0,40.0,6.0,6.7,1,2023,880,전라북도 전주시 덕진구 백제대로 572 (금암동),0,113,900,88.89,105.0,7.96,1218471.43,0,43.75
AIG20200000286642,5,1408179916000,프로젝트 기반 VR 콘텐츠 개발 과정_AR/디자인/어트랙션,2023-08-09,2024-01-02,20,20,18.0,15,13022850.0,15.4,2.0,46.2,6.0,0.0,0,2023,918,서울특별시 금천구 가산디지털1로 168 (가산동 우림라이온스밸리),0,96,756,83.33,100.0,7.88,2170475.0,1,40.0
AIG20230000412816,2,2006063390100,IT부트캠프 프로젝트 기반 AWS 자바(스프링부트&리액트) 풀스택 개발자 양성,2023-08-17,2024-02-26,20,10,7.0,7,9856080.0,0.0,0.0,14.3,1.0,14.3,1,2023,804,서울특별시 마포구 신촌로 94 (노고산동 그랜드플라자),0,130,1040,100.0,50.0,8.0,4928040.0,1,28.57
AIG20210000328555,6,9915000040500,"블록체인기반 자바(JAVA) 프로그래밍 개발자(리액트,핀테크)",2023-08-17,2024-04-02,20,17,12.0,10,9761310.0,20.0,2.0,20.0,2.0,0.0,0,2023,748,서울특별시 마포구 노고산동 신촌로 128,0,152,1030,83.33,85.0,6.78,4880655.0,1,20.0
AIG20230000412830,1,1998133640100,[기업맞춤 PBT] 클라우드 기반 AI 서비스,2023-08-21,2024-02-23,20,13,7.0,7,9287460.0,0.0,0.0,28.6,2.0,0.0,0,2023,791,대구광역시 동구 동대구로 566 (신암동),0,125,980,100.0,65.0,7.84,4643730.0,0,28.57
AIG20230000412573,1,1998190863900,클라우드 기반 스마트공정 MES 웹 플랫폼 개발,2023-09-07,2024-04-19,20,12,11.0,7,11372400.0,16.7,1.0,50.0,3.0,16.7,1,2023,898,경상남도 양산시 양산역7길 10 (중부동 양산역프라자),0,150,1200,63.64,60.0,8.0,2843100.0,0,57.14
AIG20230000412755,1,201900607,실무 프로젝트 기반 UI UX 모바일 웹 디자인 개발 부트캠프 (Figma 활용),2023-09-12,2024-02-26,20,22,20.0,16,8529300.0,28.6,4.0,71.4,10.0,7.1,1,2023,743,서울특별시 마포구 동교로 156-11,0,112,900,80.0,110.0,8.04,775390.91,1,68.75
AIG20220000409445,5,202000792,프로젝트 기반 빅데이터 서비스 개발자 양성 과정,2023-09-18,2024-03-26,20,14,11.0,9,17714400.0,100.0,8.0,100.0,8.0,0.0,0,2023,812,서울특별시 금천구 가산로9길 54,0,123,976,81.82,70.0,7.93,2214300.0,1,88.89
AIG20220000409349,2,201902338,빅데이터와 AI를 융합한 풀스택 개발자 양성,2023-09-18,2024-03-07,20,16,12.0,8,8529300.0,57.1,4.0,57.1,4.0,28.6,2,2023,927,전라북도 전주시 덕진구 백제대로 572 (금암동),0,113,900,66.67,80.0,7.96,1421550.0,0,75.0
AIG20200000288890,6,201902529,프로그래머스 K-Digital Training 자율주행 데브코스,2023-09-18,2024-02-19,20,21,18.0,13,2922150.0,46.2,6.0,76.9,10.0,0.0,0,2023,922,서울특별시 서초구 서초동 반포대로 45(명정빌딩),0,101,560,72.22,105.0,5.54,292215.0,1,76.92
AIG20230000412832,3,202000792,에듀테크 상품서비스 PM(프로덕트매니저) 양성,2023-09-19,2024-03-25,20,21,19.0,14,17424000.0,85.7,12.0,92.9,13.0,0.0,0,2023,748,서울특별시 금천구 가산로9길 54,0,121,960,73.68,105.0,7.93,1340307.69,1,92.86
AIG20230000412795,3,202000792,에듀테크 풀스택 개발자 양성(Java),2023-09-19,2024-03-25,20,19,19.0,15,17424000.0,100.0,14.0,100.0,14.0,0.0,0,2023,777,서울특별시 금천구 가산로9길 54,0,121,960,78.95,95.0,7.93,1244571.43,1,93.33
AIG20230000412816,3,2006063390100,IT부트캠프 프로젝트 기반 AWS 자바(스프링부트&리액트) 풀스택 개발자 양성,2023-09-25,2024-04-09,20,11,10.0,6,9856080.0,33.3,2.0,66.7,4.0,0.0,0,2023,804,서울특별시 마포구 신촌로 94 (노고산동 그랜드플라자),0,130,1040,60.0,55.0,8.0,2464020.0,1,66.67
AIG20220000409247,7,2005053449301,AWS 클라우드를 활용한 Full-Stack 개발자 양성과정,2023-09-25,2024-04-24,20,20,16.0,14,10614240.0,21.4,3.0,57.1,8.0,14.3,2,2023,947,서울특별시 마포구 월드컵북로 21 (서교동),0,140,1120,87.5,100.0,8.0,1061424.0,1,71.43
AIG20210000314421,8,4088524106000,"VR,AR 게임개발 및 에셋디자이너 양성과정",2023-09-25,2024-04-01,20,14,8.0,6,8339760.0,0.0,0.0,33.3,2.0,0.0,0,2023,886,광주광역시 광산구 첨단중앙로 96,0,126,880,75.0,70.0,6.98,4169880.0,0,33.33
AIG20230000412830,2,1998133640100,[기업맞춤 PBT] 클라우드 기반 AI 서비스,2023-10-06,2024-04-12,20,15,13.0,9,9287460.0,11.1,1.0,22.2,2.0,0.0,0,2023,791,대구광역시 동구 동대구로 566 (신암동),0,128,980,69.23,75.0,7.66,4643730.0,0,22.22
AIG20230000455687,1,2005069841900,"차세대 AI 예측 Solution 개발(Java, Python)",2023-10-11,2024-04-08,20,18,15.0,9,9097920.0,37.5,3.0,75.0,6.0,12.5,1,2023,883,경기도 화성시 병점3로 12 (병점동),0,120,960,60.0,90.0,8.0,1299702.86,1,77.78
AIG20230000412571,2,2000024014000,가상화·자동화(DevOps)기반 정보보안 클라우드 인프라 전문가,2023-10-12,2024-02-27,20,16,14.0,13,6633900.0,69.2,9.0,76.9,10.0,0.0,0,2023,952,서울특별시 구로구 구로동 디지털로33길 12(우림이비지센터2차),0,88,700,92.86,80.0,7.95,663390.0,1,76.92
AIG20200000286683,6,1408179916000,빅데이터 비즈니스를 위한 데이터 애널리스트 양성과정,2023-10-12,2024-03-20,20,12,10.0,7,11765600.0,0.0,0.0,42.9,3.0,14.3,1,2023,865,서울특별시 금천구 가산디지털1로 168 (가산동 우림라이온스밸리),0,103,800,70.0,60.0,7.77,2941400.0,1,57.14
AIG20220000409298,3,2006063390100,기업프로젝트 기반 빅데이터 분석 AI 융합전문가 양성(머신러닝&딥러닝),2023-10-23,2024-06-14,20,16,6.0,4,11434800.0,50.0,2.0,50.0,2.0,0.0,0,2023,702,서울특별시 마포구 신촌로 94 (노고산동 그랜드플라자),0,150,1200,66.67,80.0,8.0,5717400.0,1,50.0
AIG20220000409252,3,1349222340000,"기업맞춤형 TDD기반의 풀스택(Java, Spring, Vue)개발자 양성과정",2023-10-24,2024-04-16,20,12,10.0,8,9097920.0,25.0,2.0,37.5,3.0,0.0,0,2023,714,경기도 안산시 단원구 중앙대로 921 (고잔동 동서코아),0,120,960,80.0,60.0,8.0,3032640.0,1,37.5
AIG20230000455754,1,1998498932812,"프로젝트기반 웹&앱(자바,스프링,리액트,노코드) SW개발자 양성과정",2023-10-25,2024-05-30,20,20,18.0,12,10803780.0,75.0,9.0,91.7,11.0,0.0,0,2023,880,경기도 성남시 분당구 구미동 돌마로 46,0,143,1140,66.67,100.0,7.97,982161.82,1,91.67
AIG20230000412755,2,201900607,실무 프로젝트 기반 UI UX 모바일 웹 디자인 개발 부트캠프 (Figma 활용),2023-10-25,2024-04-05,20,22,20.0,16,8529300.0,33.3,5.0,60.0,9.0,13.3,2,2023,743,서울특별시 마포구 동교로 156-11,0,113,900,80.0,110.0,7.96,775390.91,1,68.75
AIG20220000366797,7,9911000019000,"프로젝트기반 자바(스프링,백엔드)&파이썬(OCR) 풀스택 웹 개발자 양성과정",2023-10-25,2024-05-03,20,20,16.0,8,9950850.0,28.6,2.0,42.9,3.0,0.0,0,2023,786,서울특별시 강남구 역삼동 테헤란로5길 24,0,132,1050,50.0,100.0,7.95,3316950.0,1,37.5
AIG20230000412652,1,5869200019000,생성형AI 활용(인공지능)머신러닝 · 딥러닝 웹(앱)개발 과정,2023-10-30,2024-04-26,20,16,8.0,6,9097920.0,16.7,1.0,33.3,2.0,66.7,4,2023,1000,인천광역시 부평구 경원대로 1366 (부평동 스테이션 타워),0,124,960,75.0,80.0,7.74,1516320.0,1,100.0
AIG20230000412572,3,201902338,"AWS를 활용한 자바(JAVA),스프링(Spring)기반 풀스택 개발자 양성",2023-10-30,2024-04-17,20,18,16.0,12,8529300.0,40.0,4.0,60.0,6.0,10.0,1,2023,880,전라북도 전주시 덕진구 백제대로 572 (금암동),0,114,900,75.0,90.0,7.89,1218471.43,0,58.33
AIG20210000313599,3,1998133640100,5G·AI 자율주행 인력양성(feat.실증도로),2023-10-30,2024-05-03,20,20,17.0,11,8976310.0,54.5,6.0,63.6,7.0,0.0,0,2023,798,대구광역시 동구 동대구로 566 (신암동),0,128,957,64.71,100.0,7.48,1282330.0,0,63.64
AIG20230000455573,1,1019093647000,클라우드 기반 자바&스프링 개발자 과정,2023-10-31,2024-04-23,20,15,15.0,12,9097920.0,63.6,7.0,72.7,8.0,0.0,0,2023,945,서울특별시 성동구 성수동2가 아차산로 113(삼진빌딩),0,120,960,80.0,75.0,8.0,1137240.0,1,66.67
AIG20230000455623,1,2149103676000,메타플렛폼 VR.AR 그래픽 제작자 양성과정,2023-11-07,2024-04-12,20,20,19.0,16,8671450.0,20.0,3.0,66.7,10.0,33.3,5,2023,959,서울특별시 서초구 서초중앙로22길 62 (서초동 유성빌딩),0,108,915,84.21,100.0,8.47,578096.67,1,93.75
AIG20230000412819,1,2003023449702,"클라우드 기반의 자바 풀스택 (Springboot, React, flutter) 개발자",2023-11-08,2024-05-01,20,23,18.0,12,9097920.0,20.0,2.0,60.0,6.0,0.0,0,2023,965,서울특별시 서초구 강남대로 405 (서초동 통영빌딩),0,120,960,66.67,115.0,8.0,1516320.0,1,50.0
AIG20230000412730,2,2007069619700,"백엔드 웹개발자 부트캠프(자바,파이썬,AI챗봇)",2023-11-09,2024-05-02,20,17,17.0,15,8529300.0,36.4,4.0,54.5,6.0,9.1,1,2023,726,서울특별시 서초구 서초동 서초대로77길 41(대동Ⅱ),0,113,900,88.24,85.0,7.96,1218471.43,1,46.67
AIG20220000366817,7,2005053449301,실무 프로젝트 기반 빅데이터 서비스 솔루션 개발자 양성과정,2023-11-13,2024-06-11,20,16,14.0,14,10614240.0,61.5,8.0,69.2,9.0,0.0,0,2023,989,서울특별시 마포구 월드컵북로 21 (서교동),0,140,1120,100.0,80.0,8.0,1179360.0,1,64.29
AIG20230000455597,1,2005071629601,데브옵스/MSA/컨테이너 기반의 클라우드 네이티브 엔지니어 전문가 과정,2023-11-14,2024-05-13,20,10,9.0,7,9097920.0,28.6,2.0,71.4,5.0,0.0,0,2023,950,서울특별시 관악구 봉천동 남부순환로 1820(에그엘로우),0,121,960,77.78,50.0,7.93,1819584.0,1,71.43
AIG20230000455618,1,201803488,기업 맞춤형 클라우드 인프라 엔지니어 양성,2023-11-15,2024-05-03,20,24,19.0,15,8718840.0,30.8,4.0,53.8,7.0,0.0,0,2023,762,"세종특별자치시  한누리대로 283(나성동, 세진팰리스)",0,115,920,78.95,120.0,8.0,1245548.57,0,46.67
AIG20230000455540,1,1408179916000,메타버스/XR 3D 캐릭터 제작자 양성 과정,2023-11-15,2024-02-06,20,24,20.0,11,5073840.0,0.0,0.0,18.2,2.0,0.0,0,2023,786,서울특별시 금천구 가산디지털1로 168 (가산동 우림라이온스밸리),0,58,348,55.0,120.0,6.0,2536920.0,1,18.18
AIG20230000455673,1,2003035525000,"AI기반 스마트융합(JAVA, PYTHON) 풀스택 개발자 양성",2023-11-23,2024-05-24,20,9,8.0,4,9287460.0,50.0,2.0,75.0,3.0,0.0,0,2023,934,부산광역시 부산진구 중앙대로 668,0,123,980,50.0,45.0,7.97,3095820.0,0,75.0
AIG20200000286563,4,201801942,5G 환경기반 VR/AR 실감형 콘텐츠 개발 과정,2023-11-27,2024-05-30,20,12,10.0,10,17617920.0,0.0,0.0,40.0,4.0,0.0,0,2023,770,부산광역시 금정구 부산대학로63번길 2,0,120,960,100.0,60.0,8.0,4404480.0,0,40.0
AIG20230000455560,1,1279242824000,Node.js&React 기반 풀스택(프론트앤드&백앤드) 개발자 양성과정,2023-11-28,2024-06-04,20,21,19.0,16,9477000.0,6.7,1.0,33.3,5.0,6.7,1,2023,844,경기도 의정부시 시민로 80 (의정부동 센트럴타워),0,125,1000,84.21,105.0,8.0,1579500.0,1,37.5
AIG20220000409295,4,2005069841900,"자바,파이썬&머신러닝 융합 인공지능 SW 개발(스마트 Machine)",2023-11-28,2024-05-27,20,24,19.0,17,9097920.0,47.1,8.0,52.9,9.0,17.6,3,2023,906,경기도 화성시 병점3로 12 (병점동),0,120,960,89.47,120.0,8.0,758160.0,1,70.59
AIG20220000366913,7,1309220578000,빅데이터분석(with 파이썬)과 엘라스틱서치를 활용한 자바(Java)웹개발자양성,2023-11-29,2024-07-12,20,20,14.0,11,11625380.0,12.5,1.0,12.5,1.0,12.5,1,2023,847,서울특별시 종로구 우정국로2길 21 (관철동 대왕빌딩),0,153,1220,78.57,100.0,7.97,5812690.0,1,18.18
AIG20230000412571,3,2000024014000,가상화·자동화(DevOps)기반 정보보안 클라우드 인프라 전문가,2023-11-30,2024-04-18,20,10,10.0,8,6633900.0,50.0,4.0,62.5,5.0,12.5,1,2023,952,서울특별시 구로구 구로동 디지털로33길 12(우림이비지센터2차),0,88,700,80.0,50.0,7.95,1105650.0,1,75.0
AIG20220000366761,3,1998498932811,기업요구를 반영한 디지털비즈니스 웹앱(UX)디자인 & 개발자 양성과정,2023-11-30,2024-05-27,20,19,14.0,11,9003150.0,80.0,8.0,90.0,9.0,0.0,0,2023,867,대구 중구 남일동,0,119,950,78.57,95.0,7.98,1000350.0,0,81.82
AIG20230000455739,1,2128526750000,스마트팜 전문가 양성과정,2023-12-04,2024-05-30,20,19,16.0,15,9097920.0,42.9,6.0,50.0,7.0,21.4,3,2023,734,서울특별시 강동구 천호동 천호대로151길 36(동서울아카데미),0,120,960,93.75,95.0,8.0,909792.0,1,66.67
